total_reward,mean_reward,loss,mae,mean_q
307.66504933122496,0.2596329530221308,0.103011, 0.978146, 1.450820
381.108285653816,0.31759023804484665,0.102768, 0.932252, 1.376275
433.7552480791612,0.42776651684335426,0.104274, 0.898021, 1.333207
204.39528712139102,0.17898011131470318,0.102963, 0.876857, 1.287694
557.3227283612727,0.550170511709055,0.101201, 0.838827, 1.229672
500.1689947659288,0.4723031112048431,0.106402, 0.836651, 1.289705
350.54823884807473,0.295074275124642,0.106787, 0.857081, 1.325213
364.430188007656,0.3091010924577235,0.105835, 0.868572, 1.322752
228.15417250203188,0.19044588689652078,0.103879, 0.853698, 1.282204
407.85489274739405,0.34476322294792394,0.097899, 0.825984, 1.228783
507.5535702325189,0.5365259727616479,0.097865, 0.800374, 1.185599
516.4785905035845,0.5391217019870402,0.104236, 0.803573, 1.234827
454.31595232486137,0.4126393754085934,0.107628, 0.832646, 1.306342
207.07332042338007,0.21151513832827382,0.109886, 0.873632, 1.346224
462.36523612856615,0.41099132100316993,0.108113, 0.881859, 1.388050
540.7728397734072,0.5473409309447441,0.107106, 0.903770, 1.433309
395.960460135421,0.3422303026235272,0.105664, 0.922439, 1.442107
499.8335425742358,0.5206599401814956,0.104889, 0.914125, 1.421177
520.0144642096639,0.5349943047424526,0.108841, 0.948188, 1.461504
504.9325333454711,0.4402201685662346,0.106876, 0.962480, 1.533601
424.8391245940911,0.4112673035760805,0.106947, 0.987536, 1.571814
470.69267279137955,0.48525017813544286,0.107337, 1.002531, 1.592734
471.44897383444754,0.4626584630367493,0.107517, 1.024871, 1.630715
429.72114308133393,0.37961231720965893,0.109406, 1.044028, 1.623300
379.24982898598233,0.3219438276621242,0.107008, 1.004569, 1.546860
516.8485476518646,0.5434790196128965,0.108168, 0.994259, 1.542358
522.1739694909916,0.5134453977295885,0.108581, 0.996923, 1.562802
557.5910109343048,0.5808239697232341,0.109092, 1.002625, 1.574697
438.9969395691639,0.40127691002665805,0.110328, 1.022385, 1.611905
235.04691804687096,0.2052811511326384,0.109164, 1.003564, 1.563648
462.6546715491303,0.46173120913086857,0.105848, 0.997213, 1.578077
402.7374336118927,0.339862813174593,0.105073, 0.993497, 1.543866
505.3613522632487,0.42183752275730274,0.103123, 0.969033, 1.468309
595.4947366151322,0.6021180350001336,0.107375, 0.955454, 1.459709
298.9393768843971,0.2863403993145566,0.110363, 0.962694, 1.467722
464.7934756750278,0.40068403075433434,0.107774, 0.953842, 1.470367
443.0298730198422,0.3729207685352207,0.107733, 0.961930, 1.495012
623.6248799611008,0.6883276820762702,0.108924, 0.965292, 1.499488
449.77355175361805,0.40374645579319396,0.109138, 0.983534, 1.540363
215.54326219460518,0.20295975724539095,0.109732, 0.991517, 1.507074
498.34255783617164,0.4597256068599369,0.107257, 0.959101, 1.493182
544.8991524701759,0.5916386020305927,0.106313, 0.957748, 1.519516
404.0631232395113,0.3453530967859071,0.105478, 0.970652, 1.549100
311.5064419716333,0.2727727162623759,0.101350, 0.948858, 1.488519
491.7162573907568,0.4170621351914816,0.104669, 0.960694, 1.452960
510.1142336412593,0.47320429836851513,0.103670, 0.938245, 1.467153
459.93857647248853,0.4491587660864146,0.101828, 0.940392, 1.440840
535.267859164411,0.5541075146629514,0.105174, 0.948810, 1.447961
373.8416544268757,0.3125766341361837,0.108587, 0.974103, 1.505406
462.3269675160859,0.48820165524401893,0.111862, 0.996776, 1.519608
418.4399745737401,0.3531139025938735,0.109252, 0.990796, 1.520500
453.554411255796,0.3893170912066919,0.109577, 0.986894, 1.507924
405.1399771041119,0.3471636479041233,0.107167, 0.978259, 1.457193
516.2714837351025,0.5480588999311067,0.108752, 0.961229, 1.462362
531.512423606981,0.45978583357005276,0.107804, 0.964138, 1.454567
462.9081706878535,0.4254670686469242,0.106291, 0.951853, 1.491869
330.75962821154616,0.28101922532841644,0.105988, 0.964503, 1.497371
299.2869584298767,0.2575619263596185,0.105297, 0.965197, 1.483274
498.5444344639693,0.4221375397662738,0.101581, 0.943899, 1.413322
170.41832820086606,0.16339245273333275,0.096361, 0.897719, 1.317652
555.3290303118981,0.5146700929674681,0.096858, 0.843625, 1.251899
457.7228679947954,0.441391386687363,0.101168, 0.837705, 1.281536
381.1802580542957,0.3305986626663449,0.100955, 0.851671, 1.335709
438.09444432574725,0.36599368782435027,0.102019, 0.862912, 1.336190
251.4155755988281,0.26604822814690804,0.105102, 0.883456, 1.338104
